;Data;Cenario;Delft3D;Model A;Model B
1252;07/09/2012;T25;NA;0,04879325;0,140090843
1257;08/09/2012;T25;NA;0,04871869;0,140184357
1262;09/09/2012;T25;NA;0,048714196;0,140293211
1267;10/09/2012;T25;NA;0,048830689;0,140443501
1272;11/09/2012;T25;NA;0,049149158;0,140691806
1277;12/09/2012;T25;NA;0,04922622;0,14084076
1282;13/09/2012;T25;NA;0,049343767;0,141005376
1287;14/09/2012;T25;NA;0,049439313;0,141158781
1292;15/09/2012;T25;NA;0,049529974;0,141383858
1297;16/09/2012;T25;NA;0,049680563;0,141505832
1302;17/09/2012;T25;NA;0,049674129;0,141671135
1307;18/09/2012;T25;NA;0,04965875;0,141711381
1312;19/09/2012;T25;NA;0,049850555;0,141929536
1317;20/09/2012;T25;NA;0,050318765;0,142282724
1322;21/09/2012;T25;NA;0,050335539;0,142351896
1327;22/09/2012;T25;NA;0,050846917;0,142656245
1332;23/09/2012;T25;NA;0,051298483;0,142974716
1337;24/09/2012;T25;NA;0,051378283;0,143146455
1342;25/09/2012;T25;NA;0,051746927;0,143433183
1347;26/09/2012;T25;NA;0,052072359;0,143820123
1352;27/09/2012;T25;NA;0,052331487;0,144084431
1357;28/09/2012;T25;NA;0,052429697;0,144300066
1362;29/09/2012;T25;NA;0,052494453;0,144393181
1367;30/09/2012;T25;NA;0,05228688;0,144183442
1372;01/10/2012;T25;NA;0,052225905;0,144091667
1377;02/10/2012;T25;NA;0,052386351;0,144072031
1382;03/10/2012;T25;NA;0,052431991;0,144004482
1387;04/10/2012;T25;NA;0,052333839;0,143879262
1392;05/10/2012;T25;NA;0,052356558;0,143783729
1397;06/10/2012;T25;NA;0,052582719;0,144049562
1402;07/10/2012;T25;NA;0,052816942;0,144309492
1407;08/10/2012;T25;NA;0,052855853;0,14417499
1412;09/10/2012;T25;NA;0,052931713;0,144036275
1417;10/10/2012;T25;NA;0,053068975;0,143912289
1422;11/10/2012;T25;NA;0,053132415;0,143750144
1427;12/10/2012;T25;NA;0,053018809;0,143507803
1432;13/10/2012;T25;NA;0,052874691;0,14311899
1437;14/10/2012;T25;NA;0,052729442;0,142640817
1442;15/10/2012;T25;NA;0,052601656;0,142340251
1447;16/10/2012;T25;NA;0,052596995;0,142023534
1452;17/10/2012;T25;NA;0,052998285;0,14188945
1457;18/10/2012;T25;NA;0,053366489;0,142185006
1462;19/10/2012;T25;NA;0,053463326;0,142465179
1467;20/10/2012;T25;NA;0,053721692;0,142781223
1472;21/10/2012;T25;NA;0,054051722;0,143108086
1477;22/10/2012;T25;NA;0,05415158;0,143342281
1482;23/10/2012;T25;NA;0,054631227;0,143734061
1487;24/10/2012;T25;NA;0,054811388;0,143920351
1492;25/10/2012;T25;NA;0,054922323;0,144116549
1497;26/10/2012;T25;NA;0,054901179;0,144097098
1502;27/10/2012;T25;NA;0,054822656;0,144076603
1507;28/10/2012;T25;NA;0,054575199;0,143985517
1512;29/10/2012;T25;NA;0,0546251;0,144055768
1517;30/10/2012;T25;NA;0,054784028;0,144108204
1522;31/10/2012;T25;NA;0,055485796;0,144221959
1527;01/11/2012;T25;NA;0,055588051;0,144251326
1532;02/11/2012;T25;NA;0,055495164;0,143893831
1537;03/11/2012;T25;NA;0,055334462;0,143508274
1542;04/11/2012;T25;NA;0,055917518;0,143355918
1547;05/11/2012;T25;NA;0,055742899;0,143141714
1552;06/11/2012;T25;NA;0,055475157;0,1427156
1557;07/11/2012;T25;NA;0,055484349;0,142571054
1562;08/11/2012;T25;NA;0,055533532;0,14258472
1567;09/11/2012;T25;NA;0,055624423;0,142595472
1572;10/11/2012;T25;NA;0,055644432;0,142580218
1577;11/11/2012;T25;NA;0,055558971;0,142546774
1582;12/11/2012;T25;NA;0,055528642;0,142384567
1587;13/11/2012;T25;NA;0,055725301;0,142314729
1592;14/11/2012;T25;NA;0,05559173;0,142153752
1597;15/11/2012;T25;NA;0,055114164;0,141521276
1602;16/11/2012;T25;NA;0,054984533;0,141393113
1607;17/11/2012;T25;NA;0,054767098;0,140871018
1612;18/11/2012;T25;NA;0,054505361;0,14033113
1617;19/11/2012;T25;NA;0,054502558;0,140265908
1622;20/11/2012;T25;NA;0,054604572;0,140218119
1627;21/11/2012;T25;NA;0,054597125;0,140136498
1632;22/11/2012;T25;NA;0,054721037;0,140090386
1637;23/11/2012;T25;NA;0,054956991;0,140051996
1642;24/11/2012;T25;NA;0,055075291;0,139973711
1647;25/11/2012;T25;NA;0,054947703;0,139513136
1652;26/11/2012;T25;NA;0,055230656;0,139546145
1657;27/11/2012;T25;NA;0,055433737;0,139432284
1662;28/11/2012;T25;NA;0,055595869;0,139323244
1667;29/11/2012;T25;NA;0,055640612;0,139187772
1672;30/11/2012;T25;NA;0,055575573;0,138903631
1677;01/12/2012;T25;NA;0,055239961;0,138291507
1682;02/12/2012;T25;NA;0,055031368;0,13770488
1687;03/12/2012;T25;NA;0,05505369;0,137452898
1692;04/12/2012;T25;NA;0,055607423;0,137395271
1697;05/12/2012;T25;NA;0,055394613;0,137026468
1702;06/12/2012;T25;NA;0,055323001;0,136837263
1707;07/12/2012;T25;NA;0,05517325;0,136521072
1712;08/12/2012;T25;NA;0,055332704;0,136007851
1717;09/12/2012;T25;NA;0,055478972;0,13552233
1722;10/12/2012;T25;NA;0,055703815;0,135479309
1727;11/12/2012;T25;NA;0,056393714;0,135587149
1732;12/12/2012;T25;NA;0,056543857;0,135579479
1737;13/12/2012;T25;NA;0,056427797;0,135395931
1742;14/12/2012;T25;NA;0,057382806;0,135486385
1747;15/12/2012;T25;NA;0,057280615;0,134942936
1752;16/12/2012;T25;NA;0,056523573;0,134183275
1757;17/12/2012;T25;NA;0,056105097;0,133891887
1762;18/12/2012;T25;NA;0,056739248;0,1339675
1767;19/12/2012;T25;NA;0,057269223;0,134013509
1772;20/12/2012;T25;NA;0,057274451;0,134028761
1777;21/12/2012;T25;NA;0,05729199;0,134161154
1782;22/12/2012;T25;NA;0,057082594;0,133778327
1787;23/12/2012;T25;NA;0,056887801;0,133483147
1792;24/12/2012;T25;NA;0,056797085;0,133199908
1797;25/12/2012;T25;NA;0,056237692;0,13270238
1802;26/12/2012;T25;NA;0,056257279;0,132776264
1807;27/12/2012;T25;NA;0,05610052;0,132668339
1812;28/12/2012;T25;NA;0,055867395;0,132506612
1817;29/12/2012;T25;NA;0,055529014;0,132124289
1822;30/12/2012;T25;NA;0,055152826;0,131652974
1827;31/12/2012;T25;NA;0,055865342;0,131408342
4;01/01/2012;T35;NA;0,046536651;0,100441629
9;02/01/2012;T35;NA;0,046850532;0,10063218
14;03/01/2012;T35;NA;0,046853178;0,100763573
19;04/01/2012;T35;NA;0,047287459;0,101107999
24;05/01/2012;T35;NA;0,047355547;0,101238576
29;06/01/2012;T35;NA;0,047451612;0,10150016
34;07/01/2012;T35;NA;0,047447843;0,101584707
39;08/01/2012;T35;NA;0,047672712;0,101827506
44;09/01/2012;T35;NA;0,047927112;0,102113263
49;10/01/2012;T35;NA;0,047720762;0,102142187
54;11/01/2012;T35;NA;0,047773142;0,102207698
59;12/01/2012;T35;NA;0,047644747;0,10226739
64;13/01/2012;T35;NA;0,048443086;0,102744645
69;14/01/2012;T35;NA;0,048846559;0,103098331
74;15/01/2012;T35;NA;0,048711894;0,103163079
79;16/01/2012;T35;NA;0,049136689;0,10349027
84;17/01/2012;T35;NA;0,049200827;0,103569289
89;18/01/2012;T35;NA;0,048748016;0,103395752
94;19/01/2012;T35;NA;0,048700507;0,103327293
99;20/01/2012;T35;NA;0,048813097;0,103354741
104;21/01/2012;T35;NA;0,049241215;0,103563805
109;22/01/2012;T35;NA;0,049023724;0,103544956
114;23/01/2012;T35;NA;0,048557812;0,103402747
119;24/01/2012;T35;NA;0,049895963;0,104072478
124;25/01/2012;T35;NA;0,049900597;0,104165386
129;26/01/2012;T35;NA;0,049994193;0,104311822
134;27/01/2012;T35;NA;0,050213454;0,104539397
139;28/01/2012;T35;NA;0,05024007;0,104731356
144;29/01/2012;T35;NA;0,05035023;0,105006145
149;30/01/2012;T35;NA;0,051106341;0,105646003
154;31/01/2012;T35;NA;0,052260694;0,106561526
159;01/02/2012;T35;NA;0,053216733;0,107506782
164;02/02/2012;T35;NA;0,052997452;0,107911553
169;03/02/2012;T35;NA;0,052674275;0,108283467
174;04/02/2012;T35;NA;0,052332835;0,108745246
179;05/02/2012;T35;NA;0,052184994;0,109244878
184;06/02/2012;T35;NA;0,05217648;0,109853702
189;07/02/2012;T35;NA;0,052085679;0,110381423
194;08/02/2012;T35;NA;0,051993859;0,11088495
199;09/02/2012;T35;NA;0,051838225;0,111347314
204;10/02/2012;T35;NA;0,051891487;0,111815475
209;11/02/2012;T35;NA;0,051971871;0,112300081
214;12/02/2012;T35;NA;0,051683014;0,112551041
219;13/02/2012;T35;NA;0,051223551;0,113151845
224;14/02/2012;T35;NA;0,050831524;0,113896547
229;15/02/2012;T35;NA;0,050544618;0,114590063
234;16/02/2012;T35;NA;0,050083411;0,115174088
239;17/02/2012;T35;NA;0,049890658;0,115877847
244;18/02/2012;T35;NA;0,049754251;0,116650304
249;19/02/2012;T35;NA;0,04993724;0,117554201
254;20/02/2012;T35;NA;0,049932301;0,118399449
259;21/02/2012;T35;NA;0,051622121;0,120120136
264;22/02/2012;T35;NA;0,051569581;0,121022236
269;23/02/2012;T35;NA;0,051447782;0,121754944
274;24/02/2012;T35;NA;0,051076026;0,122310906
279;25/02/2012;T35;NA;0,051146652;0,123045084
284;26/02/2012;T35;NA;0,052178453;0,124271117
289;27/02/2012;T35;NA;0,052004006;0,124987992
294;28/02/2012;T35;NA;0,051889942;0,125619537
299;29/02/2012;T35;NA;0,051830441;0,126215804
304;01/03/2012;T35;NA;0,052579969;0,127201805
309;02/03/2012;T35;NA;0,052846667;0,128096981
314;03/03/2012;T35;NA;0,053220307;0,129026242
319;04/03/2012;T35;NA;0,053450857;0,129869142
324;05/03/2012;T35;NA;0,053589815;0,130771325
329;06/03/2012;T35;NA;0,053507135;0,131575768
334;07/03/2012;T35;NA;0,053362004;0,131938003
339;08/03/2012;T35;NA;0,05338987;0,132712477
344;09/03/2012;T35;NA;0,053558023;0,133606585
349;10/03/2012;T35;NA;0,053645082;0,134416597
354;11/03/2012;T35;NA;0,053568562;0,13500767
359;12/03/2012;T35;NA;0,053604832;0,134897402
364;13/03/2012;T35;NA;0,053409211;0,13459249
369;14/03/2012;T35;NA;0,053333478;0,134428876
374;15/03/2012;T35;NA;0,053325315;0,134299852
379;16/03/2012;T35;NA;0,053002101;0,133929918
384;17/03/2012;T35;NA;0,052738089;0,133676734
389;18/03/2012;T35;NA;0,053029053;0,133593137
394;19/03/2012;T35;NA;0,052788262;0,133285945
399;20/03/2012;T35;NA;0,052674409;0,133035449
404;21/03/2012;T35;NA;0,052703892;0,132856506
409;22/03/2012;T35;NA;0,052453766;0,1326235
414;23/03/2012;T35;NA;0,052122933;0,132254795
419;24/03/2012;T35;NA;0,052201488;0,132143473
424;25/03/2012;T35;NA;0,052026268;0,131916801
429;26/03/2012;T35;NA;0,051858436;0,131688502
434;27/03/2012;T35;NA;0,051709455;0,131464697
439;28/03/2012;T35;NA;0,05148285;0,131199595
444;29/03/2012;T35;NA;0,051418989;0,131006208
449;30/03/2012;T35;NA;0,051304314;0,130770329
454;31/03/2012;T35;NA;0,051235684;0,130641221
459;01/04/2012;T35;NA;0,051045703;0,130452053
464;02/04/2012;T35;NA;0,050905716;0,130179665
469;03/04/2012;T35;NA;0,05089189;0,130062982
474;04/04/2012;T35;NA;0,051148077;0,129984981
479;05/04/2012;T35;NA;0,051186853;0,129901396
484;06/04/2012;T35;NA;0,051117638;0,129751681
489;07/04/2012;T35;NA;0,050948563;0,129579593
494;08/04/2012;T35;NA;0,050930972;0,129384253
499;09/04/2012;T35;NA;0,050892429;0,129263479
504;10/04/2012;T35;NA;0,051125079;0,12927977
509;11/04/2012;T35;NA;0,050955503;0,129013365
514;12/04/2012;T35;NA;0,051100609;0,128996782
519;13/04/2012;T35;NA;0,051182216;0,128984762
524;14/04/2012;T35;NA;0,05099858;0,128729018
529;15/04/2012;T35;NA;0,050861216;0,12858804
534;16/04/2012;T35;NA;0,050987125;0,128481524
539;17/04/2012;T35;NA;0,050909758;0,128272576
544;18/04/2012;T35;NA;0,05090152;0,128896517
549;19/04/2012;T35;NA;0,050857137;0,129559615
554;20/04/2012;T35;NA;0,050873278;0,130115782
559;21/04/2012;T35;NA;0,050957694;0,130762609
564;22/04/2012;T35;NA;0,051180521;0,131369716
569;23/04/2012;T35;NA;0,051463255;0,132018755
574;24/04/2012;T35;NA;0,051480894;0,132524308
579;25/04/2012;T35;NA;0,051588813;0,1330737
584;26/04/2012;T35;NA;0,051839277;0,133579877
589;27/04/2012;T35;NA;0,051846344;0,134067273
594;28/04/2012;T35;NA;0,051761849;0,134401921
599;29/04/2012;T35;NA;0,051573953;0,13460797
604;30/04/2012;T35;NA;0,051363444;0,134865865
609;01/05/2012;T35;NA;0,051194913;0,134936823
614;02/05/2012;T35;NA;0,051533081;0,135374687
619;03/05/2012;T35;NA;0,051897769;0,135685258
624;04/05/2012;T35;NA;0,052628064;0,136325892
629;05/05/2012;T35;NA;0,053364718;0,13635068
634;06/05/2012;T35;NA;0,053165092;0,135926292
639;07/05/2012;T35;NA;0,053043315;0,136134976
644;08/05/2012;T35;NA;0,053028381;0,136677499
649;09/05/2012;T35;NA;0,053186592;0,137203645
654;10/05/2012;T35;NA;0,05358569;0,137742384
659;11/05/2012;T35;NA;0,053888749;0,138304266
664;12/05/2012;T35;NA;0,053755126;0,138808705
669;13/05/2012;T35;NA;0,053890212;0,139388395
674;14/05/2012;T35;NA;0,053948764;0,140006416
679;15/05/2012;T35;NA;0,053991527;0,140572964
684;16/05/2012;T35;NA;0,054697754;0,141516549
689;17/05/2012;T35;NA;0,054839191;0,142113483
694;18/05/2012;T35;NA;0,054753617;0,142575594
699;19/05/2012;T35;NA;0,054825089;0,143163927
704;20/05/2012;T35;NA;0,055074923;0,143717706
709;21/05/2012;T35;NA;0,055316092;0,144354553
714;22/05/2012;T35;NA;0,055470149;0,144919512
719;23/05/2012;T35;NA;0,055860704;0,14557601
724;24/05/2012;T35;NA;0,055986236;0,146106774
729;25/05/2012;T35;NA;0,056230709;0,146668977
734;26/05/2012;T35;NA;0,056474738;0,147190416
739;27/05/2012;T35;NA;0,056729341;0,14782327
744;28/05/2012;T35;NA;0,057026574;0,148353117
749;29/05/2012;T35;NA;0,057182127;0,148802361
754;30/05/2012;T35;NA;0,057366116;0,149132552
759;31/05/2012;T35;NA;0,057553837;0,149360813
764;01/06/2012;T35;NA;0,057662765;0,149643323
769;02/06/2012;T35;NA;0,057948488;0,14989636
774;03/06/2012;T35;NA;0,057850242;0,149658305
779;04/06/2012;T35;NA;0,058009866;0,149857608
784;05/06/2012;T35;NA;0,058555313;0,150059731
789;06/06/2012;T35;NA;0,058555701;0,149950959
794;07/06/2012;T35;NA;0,058810861;0,149445142
799;08/06/2012;T35;NA;0,058434467;0,14865805
804;09/06/2012;T35;NA;0,058372962;0,147891976
809;10/06/2012;T35;NA;0,058057247;0,147065388
814;11/06/2012;T35;NA;0,057555256;0,146762355
819;12/06/2012;T35;NA;0,057123759;0,146449293
824;13/06/2012;T35;NA;0,05681884;0,146326264
829;14/06/2012;T35;NA;0,056483797;0,146122392
834;15/06/2012;T35;NA;0,056455865;0,146072994
839;16/06/2012;T35;NA;0,056241427;0,145540605
844;17/06/2012;T35;NA;0,056571937;0,145246966
849;18/06/2012;T35;NA;0,05635626;0,145226619
854;19/06/2012;T35;NA;0,055907545;0,145087293
859;20/06/2012;T35;NA;0,055908135;0,144641612
864;21/06/2012;T35;NA;0,055842208;0,143980753
869;22/06/2012;T35;NA;0,055313007;0,143170124
874;23/06/2012;T35;NA;0,053708159;0,141355197
879;24/06/2012;T35;NA;0,056171298;0,14146239
884;25/06/2012;T35;NA;0,062372402;0,143959335
889;26/06/2012;T35;NA;0,061185443;0,143666815
894;27/06/2012;T35;NA;0,060192911;0,143442177
899;28/06/2012;T35;NA;0,059338781;0,143640208
904;29/06/2012;T35;NA;0,061223767;0,145791336
909;30/06/2012;T35;NA;0,061653371;0,147387547
914;01/07/2012;T35;NA;0,061165317;0,147799619
919;02/07/2012;T35;NA;0,060852511;0,148710842
924;03/07/2012;T35;NA;0,061420158;0,15008526
929;04/07/2012;T35;NA;0,061672515;0,151361939
934;05/07/2012;T35;NA;0,061994888;0,152696013
939;06/07/2012;T35;NA;0,062021733;0,153980421
944;07/07/2012;T35;NA;0,061846152;0,155187727
949;08/07/2012;T35;NA;0,061994469;0,156378383
954;09/07/2012;T35;NA;0,061966042;0,157447512
959;10/07/2012;T35;NA;0,061947367;0,158401469
964;11/07/2012;T35;NA;0,062732835;0,159747318
969;12/07/2012;T35;NA;0,062741164;0,160725703
974;13/07/2012;T35;NA;0,062650284;0,161611023
979;14/07/2012;T35;NA;0,062527338;0,162477445
984;15/07/2012;T35;NA;0,062391988;0,163389529
989;16/07/2012;T35;NA;0,062045954;0,164053891
994;17/07/2012;T35;NA;0,061525521;0,164553336
999;18/07/2012;T35;NA;0,061119388;0,165099886
1004;19/07/2012;T35;NA;0,061264785;0,165872258
1009;20/07/2012;T35;NA;0,061583515;0,166726407
1014;21/07/2012;T35;NA;0,061611666;0,167072646
1019;22/07/2012;T35;NA;0,061437441;0,167729101
1024;23/07/2012;T35;NA;0,061361405;0,168362703
1029;24/07/2012;T35;NA;0,061266144;0,169058929
1034;25/07/2012;T35;NA;0,061245721;0,169733478
1039;26/07/2012;T35;NA;0,061655172;0,170599057
1044;27/07/2012;T35;NA;0,061595045;0,171226827
1049;28/07/2012;T35;NA;0,061545119;0,171809377
1054;29/07/2012;T35;NA;0,061468118;0,172461736
1059;30/07/2012;T35;NA;0,062469386;0,173506358
1064;31/07/2012;T35;NA;0,062630626;0,174295712
1069;01/08/2012;T35;NA;0,063111094;0,17497394
1074;02/08/2012;T35;NA;0,063151008;0,17545757
1079;03/08/2012;T35;NA;0,062958529;0,175632643
1084;04/08/2012;T35;NA;0,062912175;0,175826383
1089;05/08/2012;T35;NA;0,063216546;0,175511486
1094;06/08/2012;T35;NA;0,063257761;0,175794039
1099;07/08/2012;T35;NA;0,063256442;0,176050912
1104;08/08/2012;T35;NA;0,063341648;0,176314771
1109;09/08/2012;T35;NA;0,064214033;0,177096527
1114;10/08/2012;T35;NA;0,063975898;0,177490721
1119;11/08/2012;T35;NA;0,063904632;0,177788846
1124;12/08/2012;T35;NA;0,063758479;0,17747117
1129;13/08/2012;T35;NA;0,064594315;0,178167574
1134;14/08/2012;T35;NA;0,065068203;0,178743142
1139;15/08/2012;T35;NA;0,064805842;0,178984872
1144;16/08/2012;T35;NA;0,064609999;0,179217208
1149;17/08/2012;T35;NA;0,064496477;0,179455606
1154;18/08/2012;T35;NA;0,06461176;0,180017039
1159;19/08/2012;T35;NA;0,064372127;0,179592711
1164;20/08/2012;T35;NA;0,064249593;0,179849573
1169;21/08/2012;T35;NA;0,064389099;0,18025565
1174;22/08/2012;T35;NA;0,064425838;0,18057616
1179;23/08/2012;T35;NA;0,064334866;0,180928853
1184;24/08/2012;T35;NA;0,064230419;0,181150505
1189;25/08/2012;T35;NA;0,064177666;0,181195522
1194;26/08/2012;T35;NA;0,064036465;0,180800847
1199;27/08/2012;T35;NA;0,063956181;0,180927161
1204;28/08/2012;T35;NA;0,063825877;0,181027067
1209;29/08/2012;T35;NA;0,06370558;0,181123882
1214;30/08/2012;T35;NA;0,063635751;0,181241901
1219;31/08/2012;T35;NA;0,063725444;0,181425174
1224;01/09/2012;T35;NA;0,063612528;0,181461758
1229;02/09/2012;T35;NA;0,063378918;0,180946962
1234;03/09/2012;T35;NA;0,063338161;0,181000598
1239;04/09/2012;T35;NA;0,063392428;0,181076021
1244;05/09/2012;T35;NA;0,063423849;0,181332644
1249;06/09/2012;T35;NA;0,063372539;0,181534476
1254;07/09/2012;T35;NA;0,063255249;0,181675944
1259;08/09/2012;T35;NA;0,063158591;0,181797216
1264;09/09/2012;T35;NA;0,063152764;0,18193838
1269;10/09/2012;T35;NA;0,063303785;0,182133283
1274;11/09/2012;T35;NA;0,063716646;0,182455294
1279;12/09/2012;T35;NA;0,063816549;0,182648465
1284;13/09/2012;T35;NA;0,063968936;0,182861946
1289;14/09/2012;T35;NA;0,064092801;0,18306089
1294;15/09/2012;T35;NA;0,064210334;0,183352781
1299;16/09/2012;T35;NA;0,064405556;0,183510966
1304;17/09/2012;T35;NA;0,064397215;0,183725339
1309;18/09/2012;T35;NA;0,064377278;0,183777534
1314;19/09/2012;T35;NA;0,064625933;0,184060449
1319;20/09/2012;T35;NA;0,065232917;0,18451848
1324;21/09/2012;T35;NA;0,065254663;0,184608185
1329;22/09/2012;T35;NA;0,065917609;0,185002881
1334;23/09/2012;T35;NA;0,066503017;0,185415889
1339;24/09/2012;T35;NA;0,06660647;0,185638608
1344;25/09/2012;T35;NA;0,067084377;0,186010449
1349;26/09/2012;T35;NA;0,067506265;0,186512249
1354;27/09/2012;T35;NA;0,067842197;0,186855016
1359;28/09/2012;T35;NA;0,067969516;0,18713466
1364;29/09/2012;T35;NA;0,068053464;0,187255417
1369;30/09/2012;T35;NA;0,067784369;0,186983418
1374;01/10/2012;T35;NA;0,067705321;0,1868644
1379;02/10/2012;T35;NA;0,067913322;0,186838935
1384;03/10/2012;T35;NA;0,06797249;0,186751334
1389;04/10/2012;T35;NA;0,067845245;0,186588943
1394;05/10/2012;T35;NA;0,067874699;0,186465052
1399;06/10/2012;T35;NA;0,068167892;0,186809796
1404;07/10/2012;T35;NA;0,068471537;0,187146886
1409;08/10/2012;T35;NA;0,068521981;0,18697246
1414;09/10/2012;T35;NA;0,068620326;0,186792569
1419;10/10/2012;T35;NA;0,068798271;0,186631781
1424;11/10/2012;T35;NA;0,068880515;0,186421506
1429;12/10/2012;T35;NA;0,068733237;0,186107228
1434;13/10/2012;T35;NA;0,068546403;0,185602998
1439;14/10/2012;T35;NA;0,068358103;0,184982882
1444;15/10/2012;T35;NA;0,068192442;0,184593095
1449;16/10/2012;T35;NA;0,068186399;0,184182361
1454;17/10/2012;T35;NA;0,068706629;0,184008473
1459;18/10/2012;T35;NA;0,069183966;0,184391758
1464;19/10/2012;T35;NA;0,069309505;0,184755096
1469;20/10/2012;T35;NA;0,069644449;0,185164954
1474;21/10/2012;T35;NA;0,070072298;0,185588842
1479;22/10/2012;T35;NA;0,070201753;0,185892553
1484;23/10/2012;T35;NA;0,070823565;0,18640063
1489;24/10/2012;T35;NA;0,071057124;0,186642215
1494;25/10/2012;T35;NA;0,071200939;0,186896649
1499;26/10/2012;T35;NA;0,071173529;0,186871422
1504;27/10/2012;T35;NA;0,071071731;0,18684484
1509;28/10/2012;T35;NA;0,07075093;0,186726717
1514;29/10/2012;T35;NA;0,070815622;0,186817825
1519;30/10/2012;T35;NA;0,071021655;0,18688583
1524;31/10/2012;T35;NA;0,071931422;0,187033356
1529;01/11/2012;T35;NA;0,072063984;0,187071444
1534;02/11/2012;T35;NA;0,071943567;0,186607832
1539;03/11/2012;T35;NA;0,071735234;0,186107829
1544;04/11/2012;T35;NA;0,072491103;0,185910253
1549;05/11/2012;T35;NA;0,072264729;0,185632469
1554;06/11/2012;T35;NA;0,07191763;0,185079869
1559;07/11/2012;T35;NA;0,071929547;0,184892422
1564;08/11/2012;T35;NA;0,071993306;0,184910152
1569;09/11/2012;T35;NA;0,072111137;0,184924104
1574;10/11/2012;T35;NA;0,072137077;0,18490433
1579;11/11/2012;T35;NA;0,072026286;0,184860965
1584;12/11/2012;T35;NA;0,071986967;0,184650616
1589;13/11/2012;T35;NA;0,072241915;0,184560054
1594;14/11/2012;T35;NA;0,072068755;0,184351296
1599;15/11/2012;T35;NA;0,07144964;0,183531074
1604;16/11/2012;T35;NA;0,071281589;0,183364871
1609;17/11/2012;T35;NA;0,070999707;0,182687796
1614;18/11/2012;T35;NA;0,070660392;0,181987647
1619;19/11/2012;T35;NA;0,070656758;0,181903065
1624;20/11/2012;T35;NA;0,070789008;0,181841092
1629;21/11/2012;T35;NA;0,070779355;0,181735243
1634;22/11/2012;T35;NA;0,070939994;0,181675443
1639;23/11/2012;T35;NA;0,071245883;0,181625656
1644;24/11/2012;T35;NA;0,071399246;0,181524131
1649;25/11/2012;T35;NA;0,071233842;0,180926835
1654;26/11/2012;T35;NA;0,07160066;0,180969639
1659;27/11/2012;T35;NA;0,071863933;0,180821978
1664;28/11/2012;T35;NA;0,07207412;0,180680568
1669;29/11/2012;T35;NA;0,072132124;0,180504881
1674;30/11/2012;T35;NA;0,072047809;0,180136393
1679;01/12/2012;T35;NA;0,071612723;0,179342561
1684;02/12/2012;T35;NA;0,071342304;0,178581796
1689;03/12/2012;T35;NA;0,071371243;0,178255011
1694;04/12/2012;T35;NA;0,072089098;0,178180276
1699;05/12/2012;T35;NA;0,071813213;0,177701992
1704;06/12/2012;T35;NA;0,071720375;0,177456621
1709;07/12/2012;T35;NA;0,071526239;0,177046568
1714;08/12/2012;T35;NA;0,071732954;0,176380999
1719;09/12/2012;T35;NA;0,071922575;0,175751354
1724;10/12/2012;T35;NA;0,07221406;0,175695561
1729;11/12/2012;T35;NA;0,073108441;0,175835411
1734;12/12/2012;T35;NA;0,073303085;0,175825462
1739;13/12/2012;T35;NA;0,073152626;0,175587426
1744;14/12/2012;T35;NA;0,074390694;0,175704728
1749;15/12/2012;T35;NA;0,074258214;0,174999961
1754;16/12/2012;T35;NA;0,07327679;0,174014799
1759;17/12/2012;T35;NA;0,07273428;0,173636917
1764;18/12/2012;T35;NA;0,073556388;0,173734982
1769;19/12/2012;T35;NA;0,074243445;0,173794658
1774;20/12/2012;T35;NA;0,074250223;0,173814445
1779;21/12/2012;T35;NA;0,07427296;0,173986145
1784;22/12/2012;T35;NA;0,0740015;0,173489682
1789;23/12/2012;T35;NA;0,073748972;0,173106883
1794;24/12/2012;T35;NA;0,073631368;0,172739571
1799;25/12/2012;T35;NA;0,072906175;0,172094359
1804;26/12/2012;T35;NA;0,072931568;0,17219018
1809;27/12/2012;T35;NA;0,072728346;0,172050224
1814;28/12/2012;T35;NA;0,072426125;0,171840494
1819;29/12/2012;T35;NA;0,07198745;0,171344683
1824;30/12/2012;T35;NA;0,071499762;0,170733462
1829;31/12/2012;T35;NA;0,072423463;0,170416214
